x_0 f(x)
#media - min: 0.7190103963111203, max: 2.9578575930000186
2010.0 0.7190103963111203
2010.25 0.7947431625496464
2010.5 0.8545371460264878
2010.75 0.9784999303326183
2011.0 2.5381561982259444
2011.25 2.8581823561673088
2011.5 2.6908173688005785
2011.75 2.1367244844672793
2012.0 2.005922338071707
2012.25 1.9536490423205302
2012.5 1.6836025131105288
2012.75 1.7498022364286194
2013.0 1.7587282538502327
2013.25 2.0078173035537805
2013.5 2.271751466060894
2013.75 2.533801068586732
2014.0 2.841979456147731
2014.25 2.7952300002078525
2014.5 2.9578575930000186
2014.75 2.6366660114156804
2015.0 2.6864880908448225
2015.25 2.131845138709047
2015.5 2.1823818166957136
2015.75 2.003579791031659
2016.0 2.1716348922230693
2016.25 2.2820145398635256
2016.5 2.5321570691820017
2016.75 2.394402092311292
2017.0 2.2932743651232728
2017.25 2.6112048485959423
2017.5 2.4360579672689253
2017.75 2.617868935956373
2018.0 2.356397023207634
2018.25 2.4171333597941937
2018.5 2.419674414972708
2018.75 2.4227349999893755
2019.0 2.3651263202609156
2019.25 2.738134660184507
2019.5 2.7411875887643533
2019.75 2.4996446164197663
2020.0 2.7737041458275518
2020.25 2.5251225438261664
2020.5 2.3252395739438585
2020.75 2.036448014288165
2021.0 2.116914728920271
2021.25 2.0975490244074693
2021.5 2.1117962927850438
2021.75 2.112513373846253
2022.0 2.004844733193581
