x_0 f(x)
#None
2011.0 0.8902376766269324
2011.25 0.7847189725330621
2011.5 0.8412394178855631
2011.75 0.6785459844935335
2012.0 0.7402989308141413
2012.25 0.6906416614859439
2012.5 0.5146782809567352
2012.75 0.48140949875597294
2013.0 0.6234048799182181
2013.25 0.7412685335985009
2013.5 0.7722825314445276
2013.75 0.7090241824497018
2014.0 0.9069548256401812
2014.25 0.8369346177353181
2014.5 0.8276655276309882
2014.75 0.8134875433257936
2015.0 0.9702279404315672
2015.25 0.9150188362643328
2015.5 0.881943350331052
2015.75 0.8874502681446467
2016.0 0.9050597916886448
2016.25 0.8584711883684019
2016.5 1.2918314487650646
2016.75 1.0578331436872643
2017.0 1.0422566698302225
2017.25 1.0589687331541044
2017.5 1.0731266553008445
2017.75 1.0240525830867553
2018.0 1.0509277604315408
2018.25 0.7917806955692263
2018.5 0.8594832758755747
2018.75 0.7057690401696621
2019.0 0.6276567772277619
2019.25 0.5667912260985644
2019.5 0.6254384858044164
2019.75 0.6787864312959672
2020.0 0.75489983235438
2020.25 0.5855503409152188
2020.5 0.6802260798621339
2020.75 0.7305154160628229
2021.0 0.7624788253879093
2021.25 0.5967754091192744
2021.5 0.650609311876964
2021.75 0.4549796748688464
2022.0 0.5149589736388117
2022.25 0.6812041939405886
