x_0 f(x)
#Iochpe - min: 0.08459842902523372, max: 0.5938537824361753
2011.0 0.5938537824361753
2011.25 0.41850822025142664
2011.5 0.3208971330885581
2011.75 0.3536546793282775
2012.0 0.3179567952553582
2012.25 0.09233377811828113
2012.5 0.15751382389852867
2012.75 0.18989716585723887
2013.0 0.28002888195220765
2013.25 0.21311476417041858
2013.5 0.2601874585761662
2013.75 0.2510772722295261
2014.0 0.3610553329578644
2014.25 0.25991815858516215
2014.5 0.31091711264582694
2014.75 0.217341673126242
2015.0 0.3204389843247973
2015.25 0.23540578380374108
2015.5 0.24075056124477762
2015.75 0.21540046174739982
2016.0 0.23933791987049777
2016.25 0.1835847588354031
2016.5 0.20019878495839513
2016.75 0.14205943580831926
2017.0 0.17115269385684923
2017.25 0.30483573447069945
2017.5 0.24074418289102087
2017.75 0.1786500248213379
2018.0 0.1775096100630739
2018.25 0.2639766032979189
2018.5 0.09761225812107072
2018.75 0.08459842902523372
2019.0 0.14927299990281526
2019.25 0.14037158265431393
2019.5 0.12373709228225203
2019.75 0.23029370653357686
2020.0 0.2500899900836734
2020.25 0.3069385671358498
2020.5 0.3865347068904165
2020.75 0.34980382647576547
2021.0 0.3688586040371276
2021.25 0.24577500656814905
2021.5 0.2834214142566665
2021.75 0.19176399074951478
2022.0 0.21060020964912415
2022.25 0.26644667723359283
