x_0 f(x)
#Marcopolo - min: 0.35908918328881173, max: 0.8925607593388796
2011.0 0.7953256146068793
2011.25 0.7847189725330621
2011.5 0.7415319792942099
2011.75 0.6139826187377754
2012.0 0.7082309769427666
2012.25 0.5659905653953955
2012.5 0.5090455210243219
2012.75 0.36030965502327217
2013.0 0.35908918328881173
2013.25 0.7412685335985009
2013.5 0.6498283858448378
2013.75 0.6474271775959242
2014.0 0.7435058942447162
2014.25 0.8369346177353181
2014.5 0.8276655276309882
2014.75 0.7826735339315606
2015.0 0.8650031308520313
2015.25 0.7221436247337255
2015.5 0.6543126138524946
2015.75 0.760582896188849
2016.0 0.8276928275427183
2016.25 0.760556763220991
2016.5 0.7603647400702948
2016.75 0.8925607593388796
2017.0 0.8666348924370112
2017.25 0.8766885397393333
2017.5 0.8128992783629571
2017.75 0.8335117281249766
2018.0 0.7148498604375099
2018.25 0.7387983568939017
2018.5 0.5492479100719461
2018.75 0.47183330772666954
2019.0 0.5323419974867227
2019.25 0.5667912260985644
2019.5 0.6254384858044164
2019.75 0.6868237145002745
2020.0 0.7855739550957305
2020.25 0.5566661871696347
2020.5 0.4937530954296989
2020.75 0.501407835508937
2021.0 0.6073578642033365
2021.25 0.5703342546535076
2021.5 0.650609311876964
2021.75 0.7516275871395419
2022.0 0.6771879615622117
2022.25 0.6489808755728861
