x_0 f(x)
#Schulz - min: 0.22677444297598615, max: 1.5181061924129096
2011.0 0.37684842755053805
2011.25 0.22677444297598615
2011.5 0.46590665427774997
2011.75 0.2330119140913376
2012.0 0.31171805889043347
2012.25 0.31784246840840374
2012.5 0.5146782809567352
2012.75 0.4237890532444234
2013.0 0.3906984338009773
2013.25 0.38148407435978615
2013.5 0.45226128157500023
2013.75 0.7090241824497018
2014.0 0.776748104465038
2014.25 0.7079609452892726
2014.5 0.6137510398769287
2014.75 0.8134875433257936
2015.0 0.9702279404315672
2015.25 0.9150188362643328
2015.5 0.8609191152482655
2015.75 1.063232221913528
2016.0 1.1748469692445507
2016.25 1.403439281749496
2016.5 1.5181061924129096
2016.75 1.2325849458383482
2017.0 1.0422566698302225
2017.25 0.9063065466106277
2017.5 0.9690149954074629
2017.75 0.999051723191043
2018.0 1.351749703997444
2018.25 1.3012128896437885
2018.5 1.0448604175440708
2018.75 1.1687602788792364
2019.0 1.0070430359120766
2019.25 0.9098498846386585
2019.5 0.9928309139586864
2019.75 0.9507459454947188
2020.0 0.9390334682740928
2020.25 0.9971924161892886
2020.5 1.1571332475777996
2020.75 0.938547331423748
2021.0 0.8745947268611978
2021.25 0.972314648832743
2021.5 0.8094820941252756
2021.75 0.9989500314000044
2022.0 0.941428325329098
2022.25 0.9119400347412295
