x_0 f(x)
#Fras-Le - min: 0.9251756768876044, max: (4.687190264098865,)
2011.0 1.659016149517215
2011.25 4.687190264098865
2011.5 4.173913043478261
2011.75 4.059698177739776
2012.0 1.7870501486861003
2012.25 1.4315359025441097
2012.5 1.2178828594287747
2012.75 1.1584532472010016
2013.0 1.2835376766687034
2013.25 1.3856428220410528
2013.5 2.0226470915050836
2013.75 2.0482439680605995
2014.0 2.068287037037037
2014.25 2.0871723062197565
2014.5 1.785223895383396
2014.75 1.8436747601010728
2015.0 1.7334766358759852
2015.25 1.5633531661338236
2015.5 1.3006713266290335
2015.75 1.2215268615696069
2016.0 1.2190104947526237
2016.25 1.241183360635562
2016.5 2.7992712484437114
2016.75 2.5014782149109767
2017.0 2.6012043422999187
2017.25 2.466057281211211
2017.5 2.1534215565672836
2017.75 2.1970706201270755
2018.0 1.4548047179418528
2018.25 1.6190907785020965
2018.5 1.360392325823048
2018.75 1.689937285384976
2019.0 1.109027321818596
2019.25 1.1154989666549837
2019.5 0.9251756768876044
2019.75 1.1197533443635685
2020.0 1.1615235397898667
2020.25 1.2210428084225529
2020.5 1.6713364209469843
2020.75 1.1446637574695602
2021.0 1.1823465472828434
2021.25 1.1545114630152478
2021.5 1.0987070134279617
2021.75 1.054666043099635
2022.0 0.9686778584224426
