x_0 f(x)
#Randon - min: 1.1860509015678986, max: (2.4536976033181084,)
2011.0 2.077868136128616
2011.25 1.9766164779355024
2011.5 2.311084290583569
2011.75 1.81452172471817
2012.0 1.8439743640598172
2012.25 1.6932222908049048
2012.5 1.4347140070668123
2012.75 1.4198420360426351
2013.0 1.5646623480551645
2013.25 1.9173673016320834
2013.5 2.2702912672844664
2013.75 2.393484040082872
2014.0 2.1803576373126075
2014.25 2.031365712707245
2014.5 2.1597915412476216
2014.75 2.4536976033181084
2015.0 2.34628508254461
2015.25 1.6493825683700631
2015.5 1.6116348920011319
2015.75 1.602225645796791
2016.0 1.7463034859840787
2016.25 1.8449231055238142
2016.5 2.4193590092410884
2016.75 2.125590186952777
2017.0 2.083938916751792
2017.25 1.9534013290808137
2017.5 1.9422270510658117
2017.75 1.84450206475693
2018.0 1.5918019471742948
2018.25 1.4086496510260478
2018.5 1.5847822293689926
2018.75 2.0386623920548956
2019.0 1.6937786985329248
2019.25 1.700721869207616
2019.5 2.0574256701067015
2019.75 2.0304956765842417
2020.0 1.9441647010017578
2020.25 1.9939504558060177
2020.5 1.976867635830102
2020.75 1.6774060019143067
2021.0 1.46521780323987
2021.25 1.5450715443643361
2021.5 1.4712146576669354
2021.75 1.211062833608739
2022.0 1.1860509015678986
