x_0 f(x)
#Weg - min: 0.6070765648247355, max: 2.409298617512826
2010.0 0.6070765648247355
2010.25 0.7735823007299159
2010.5 0.8902867409797595
2010.75 0.8849262456131787
2011.0 1.9206323177714246
2011.25 1.8399627842444213
2011.5 1.9361028973772725
2011.75 1.7529010274096184
2012.0 1.829674244309942
2012.25 1.7983282684918305
2012.5 1.5766624481361038
2012.75 1.640835452892587
2013.0 1.5766930516039779
2013.25 1.8324733327489917
2013.5 1.83993940253021
2013.75 1.907799936047846
2014.0 2.177973584512139
2014.25 2.1477551270235606
2014.5 2.2441135677545883
2014.75 2.1351681597783623
2015.0 2.0470185310040967
2015.25 1.9401369422554886
2015.5 1.926055028777447
2015.75 1.9238607896122522
2016.0 2.409298617512826
2016.25 1.2390083168988606
2016.5 1.2443975648699563
2016.75 1.2537629354265956
2017.0 1.2804822585846956
2017.25 1.2879347667820655
2017.5 1.3116372462374593
2017.75 1.3250700358681347
2018.0 1.3803657730711723
2018.25 1.3266638135235018
2018.5 1.3589096950820774
2018.75 1.3486449264768066
2019.0 1.406927205428993
2019.25 1.3975823643211849
2019.5 1.4703911053868617
2019.75 1.4741434568487681
2020.0 1.5328845777918985
2020.25 1.5392205698492245
2020.5 1.6104769929999612
2020.75 1.6589460624094634
2021.0 1.6822786041508964
2021.25 1.6283129442617754
2021.5 1.6474524463173497
2021.75 1.6790502972641823
2022.0 1.7008835313841857
2022.25 1.5344079091063563
